재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	1,218,831,195,279	2,506,199,263,412	1,469,817,502,279	2,352,934,064,393		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,013,318,275,896	2,026,754,072,705	1,203,422,463,800	1,921,175,398,864		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	205,512,919,383	479,445,190,707	266,395,038,479	431,758,665,529		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	212,602,553,133	417,505,192,280	207,444,245,565	340,546,487,028		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	-7,089,633,750	61,939,998,427	58,950,792,914	91,212,178,501		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타수익	7,484,509,537	38,464,825,471	71,931,310,305	112,003,790,534		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	1,090,180,567	25,915,327,936	50,575,218,350	59,299,673,764		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	30,895,026,485	55,086,540,378	17,434,388,951	73,078,875,261		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	104,910,177,799	219,024,902,541	143,825,425,330	177,450,773,533		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	entity00109693_udf_IS_2017102516929780_IncomeStatementAbstract	지분법투자손익	-44,205,395,683	-53,092,952,880	10,688,019,395	67,052,424,221		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-118,915,851,777	-142,541,819,081	-35,396,132,115	106,596,821,220		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	-29,091,344,592	-29,077,246,409	-5,710,407,795	28,012,268,040		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익(손실)	-89,824,507,185	-113,464,572,672	-29,685,724,320	78,584,553,180		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	반기순이익(손실)의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업소유주지분	-82,190,730,025	-110,907,603,470	-27,498,806,407	70,802,829,082		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	-7,633,777,160	-2,556,969,202	-2,186,917,913	7,781,724,098		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	반기주당이익(손실)						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주 기본 및 희석주당이익(손실)	-3,635	-4,906	-1,217	3,129		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   우선주 기본 및 희석주당이익(손실)	-3,623	-4,881	-1,204	3,154		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	1,970,578,742,239	3,820,647,638,752	1,876,952,458,221	3,391,694,792,245		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,779,202,838,250	3,436,350,662,820	1,636,858,604,244	2,918,454,298,839		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	191,375,903,989	384,296,975,932	240,093,853,977	473,240,493,406		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	119,500,416,361	222,264,608,388	105,481,051,062	212,882,081,107		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	71,875,487,628	162,032,367,544	134,612,802,915	260,358,412,299		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타수익	6,622,515,691	60,862,072,606	47,548,166,218	85,821,059,044		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	39,590,959,752	92,894,037,598	46,086,608,062	84,084,067,935		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	39,832,713,096	89,005,971,638	55,990,613,902	86,877,612,119		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	18,900,044,953	30,754,622,670	28,830,745,847	46,425,908,024		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_202087144351256_IncomeStatementAbstract	지분법투자손익	3,318,089,964	1,152,111,246	6,474,094,737	12,961,403,337		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	63,157,801,674	189,403,862,766	169,708,323,863	315,508,510,840		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	27,625,276,605	60,117,381,535	53,703,418,251	96,734,121,340		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익	35,532,525,069	129,286,481,231	116,004,905,612	218,774,389,500		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	반기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	29,923,849,631	119,839,624,417	110,150,044,105	211,242,583,511		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_202087144830401_ProfitLossAttributableToAbstract	   비지배지분	5,608,675,438	9,446,856,814	5,854,861,507	7,531,805,989		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_2020813103345925_EarningsPerShareAbstract	   보통주 반기 기본 및 희석 주당이익	735	2,966	2,685	5,146		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_202081310357658_EarningsPerShareAbstract	   우선주 반기 기본 및 희석 주당이익	499	1,745	1,520	2,928		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	수익(매출액)	79,811,053,843	151,207,518,096	94,795,313,597	182,022,623,440		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	66,822,559,091	126,574,962,712	79,968,975,369	151,942,405,191		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	12,988,494,752	24,632,555,384	14,826,338,228	30,080,218,249		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	6,631,417,406	12,080,139,975	7,593,123,291	13,175,414,240		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	6,357,077,346	12,552,415,409	7,233,214,937	16,904,804,009		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타수익	1,021,855,129	2,306,502,804	2,148,482,689	3,141,274,499		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	507,702,788	1,274,069,382	670,349,090	1,117,097,074		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	2,866,066,353	7,052,240,065	2,406,584,084	3,659,847,324		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	3,717,471,367	8,268,624,199	4,486,686,826	5,909,767,865		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	6,019,824,673	12,368,464,697	6,631,245,794	16,679,060,893		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	1,204,870,175	2,963,899,707	1,166,530,739	3,527,855,171		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익(손실)	4,814,954,498	9,404,564,990	5,464,715,055	13,151,205,722		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	반기순이익(손실)의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 반기순이익(손실)	4,680,818,450	9,385,135,623	5,202,975,285	12,828,669,825		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 반기순이익(손실)	134,136,048	19,429,367	261,739,770	322,535,897		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	293	587	325	802		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	수익(매출액)	1,010,335,293,080	2,013,274,825,636	1,369,909,995,502	2,620,725,966,096		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_RevenueFromSaleOfGoodsMerchandise	   상품매출액	978,503,523,333	1,944,161,314,964	1,336,247,496,380	2,542,395,187,965		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_RevenueFromSaleOfGoodsProduct	   제품매출액	23,188,562,161	47,824,252,719	25,889,401,884	63,063,742,931		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_RevenueFromRenderingOfServicesCommission	   수수료매출	8,643,207,586	21,289,257,953	7,773,097,238	15,267,035,200		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	960,635,688,256	1,910,846,959,951	1,325,147,567,528	2,525,386,999,652		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_CostOfSalesFromSaleOfGoodsMerchandises	   상품매출원가	925,966,623,511	1,841,052,785,444	1,289,244,511,434	2,448,967,426,919		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_CostOfSalesFromSaleOfGoodsProduct	   제품매출원가	26,621,312,027	51,390,793,080	30,232,764,629	64,934,765,516		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_CostOfSalesFromRenderingOfServicesCommission	   수수료매출원가	8,047,752,718	18,403,381,427	5,670,291,465	11,484,807,217		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	49,699,604,824	102,427,865,685	44,762,427,974	95,338,966,444		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	32,498,519,184	61,907,879,965	24,878,726,528	51,649,089,887		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	17,201,085,640	40,519,985,720	19,883,701,446	43,689,876,557		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타수익	32,710,534,059	92,630,674,780	88,943,171,141	143,268,744,805		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	34,427,341,927	91,760,321,665	84,766,774,400	142,119,537,272		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	5,285,378,769	6,163,547,310	4,787,061,476	5,051,835,086		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	9,158,923,873	18,389,685,373	5,604,013,656	10,081,440,442		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	entity00138190_udf_IS_2017111154728627_IncomeStatementAbstract	관계기업 및 공동기업 관련손익	871,831,725	-2,360,437,922	-457,322,511	-814,516,885		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	12,482,564,393	26,803,762,850	22,785,823,496	38,994,961,849		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용(수익)	5,878,477,856	11,084,488,024	3,502,215,054	8,007,666,823		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	6,604,086,537	15,719,274,826	19,283,608,442	30,987,295,026		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	7,150,210,140	16,545,619,124	19,929,539,261	31,808,522,435		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	-546,123,603	-826,344,298	-645,930,819	-821,227,409		
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[001250]	GS글로벌	유가증권시장상장법인	468	상품 종합 도매업	12	2023-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	87	201	242	386		
손익계산서, 기능별 분류 - 연결재무제표	[294870]	HDC현대산업개발	유가증권시장상장법인	411	건물 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	수익(매출액)	933,632,896,807	2,008,544,746,197	959,517,651,484	1,645,217,217,287		
손익계산서, 기능별 분류 - 연결재무제표	[294870]	HDC현대산업개발	유가증권시장상장법인	411	건물 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_RevenueFromConstructionContracts	   건설계약으로 인한 수익(매출액)	863,043,670,446	1,828,928,322,720	864,503,669,345	1,508,490,264,620		
