재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월	당기 1분기 누적	전기 1분기 3개월	전기 1분기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	11,311,312,436	11,311,312,436	8,182,185,262	8,182,185,262		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익(손실)	65,716,432,615	65,716,432,615	60,014,781,361	60,014,781,361		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   지배기업 소유주 기본 및 희석주당이익	3,066	3,066	2,783	2,783		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	298,167,417,121	298,167,417,121	395,024,842,725	395,024,842,725		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	174,185,309,440	174,185,309,440	178,195,856,459	178,195,856,459		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	123,982,107,681	123,982,107,681	216,828,986,266	216,828,986,266		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	41,063,919,028	41,063,919,028	35,320,134,121	35,320,134,121		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	82,918,188,653	82,918,188,653	181,508,852,145	181,508,852,145		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	14,628,550,983	14,628,550,983	3,163,081,438	3,163,081,438		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	4,245,298,454	4,245,298,454	1,730,454,196	1,730,454,196		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	13,202,757,806	13,202,757,806	4,232,487,996	4,232,487,996		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	7,839,143,501	7,839,143,501	4,417,676,588	4,417,676,588		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	98,665,055,487	98,665,055,487	182,756,290,795	182,756,290,795		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	20,586,587,896	20,586,587,896	45,979,301,130	45,979,301,130		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	78,078,467,591	78,078,467,591	136,776,989,665	136,776,989,665		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	78,078,467,591	78,078,467,591	136,776,989,665	136,776,989,665		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	1,797	1,797	3,147	3,147		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	1,797	1,797	3,147	3,147		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	80,543,196,891	80,543,196,891	156,689,337,198	156,689,337,198		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	642,277,801	642,277,801	5,919,828,725	5,919,828,725		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	79,900,919,090	79,900,919,090	150,769,508,473	150,769,508,473		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	3,155,848,382	3,155,848,382	3,862,387,843	3,862,387,843		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	76,745,070,708	76,745,070,708	146,907,120,630	146,907,120,630		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	508,280,051	508,280,051	9,614,562,817	9,614,562,817		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	107,080,597	107,080,597	1,590,768,437	1,590,768,437		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	1,873,979,783	1,873,979,783	850,391,073	850,391,073		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	4,083,258,775	4,083,258,775	3,980,627,375	3,980,627,375		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	74,936,991,170	74,936,991,170	151,800,678,708	151,800,678,708		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	2,048,906,875	2,048,906,875	10,238,703,032	10,238,703,032		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	분기순이익	72,888,084,295	72,888,084,295	141,561,975,676	141,561,975,676		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	515,273,571,784	515,273,571,784	333,264,733,985	333,264,733,985		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	484,259,848,993	484,259,848,993	305,590,950,106	305,590,950,106		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	31,013,722,791	31,013,722,791	27,673,783,879	27,673,783,879		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	20,610,749,229	20,610,749,229	23,754,062,721	23,754,062,721		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	10,402,973,562	10,402,973,562	3,919,721,158	3,919,721,158		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	5,814,930,075	5,814,930,075	2,586,677,266	2,586,677,266		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,712,102,506	1,712,102,506	1,405,348,232	1,405,348,232		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	dart_OtherGains	기타이익	1,079,347,619	1,079,347,619	13,458,794,954	13,458,794,954		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	dart_OtherLosses	기타손실	2,068,118,059	2,068,118,059	9,429,061,860	9,429,061,860		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	13,517,030,691	13,517,030,691	9,130,783,286	9,130,783,286		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	2,267,686,908	2,267,686,908	3,458,091,740	3,458,091,740		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	11,249,343,783	11,249,343,783	5,672,691,546	5,672,691,546		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	493	493	245	245		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	483	483	243	243		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	1,230,469,963,889	1,230,469,963,889	1,111,457,244,252	1,111,457,244,252		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,101,479,426,785	1,101,479,426,785	918,368,674,774	918,368,674,774		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	128,990,537,104	128,990,537,104	193,088,569,478	193,088,569,478		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	76,834,963,921	76,834,963,921	80,135,083,304	80,135,083,304		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	52,155,573,183	52,155,573,183	112,953,486,174	112,953,486,174		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	51,880,229,736	51,880,229,736	41,709,721,922	41,709,721,922		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	23,346,331,658	23,346,331,658	27,840,202,054	27,840,202,054		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	46,600,919,404	46,600,919,404	28,528,674,917	28,528,674,917		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	17,810,479,199	17,810,479,199	13,874,975,925	13,874,975,925		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	109,479,911,466	109,479,911,466	141,476,705,034	141,476,705,034		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	30,963,852,604	30,963,852,604	38,314,686,757	38,314,686,757		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익(손실)	78,516,058,862	78,516,058,862	103,162,018,277	103,162,018,277		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	entity01524093_udf_IS_20211028171925561_EarningsPerShareAbstract	   보통주 분기 기본 및 희석주당이익	1,944	1,944	2,404	2,404		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-03-31	1분기보고서	KRW	entity01524093_udf_IS_20211028171950188_EarningsPerShareAbstract	   우선주 분기 기본 및 희석주당이익	1,104	1,104	2,411	2,411		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	46,615,323,167	46,615,323,167	61,438,380,426	61,438,380,426		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	37,207,428,098	37,207,428,098	48,077,792,928	48,077,792,928		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	9,407,895,069	9,407,895,069	13,360,587,498	13,360,587,498		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	3,470,883,883	3,470,883,883	3,696,482,664	3,696,482,664		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	5,937,011,186	5,937,011,186	9,664,104,834	9,664,104,834		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	dart_OtherGains	기타이익	1,186,710,869	1,186,710,869	836,249,119	836,249,119		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	dart_OtherLosses	기타손실	718,305,022	718,305,022	383,208,790	383,208,790		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	4,205,826,574	4,205,826,574	1,153,102,097	1,153,102,097		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	3,734,017,041	3,734,017,041	1,325,713,025	1,325,713,025		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	6,877,226,566	6,877,226,566	9,944,534,235	9,944,534,235		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	1,597,924,159	1,597,924,159	2,382,345,152	2,382,345,152		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	5,279,302,407	5,279,302,407	7,562,189,083	7,562,189,083		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	330	330	473	473		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2023-03-31	1분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	646,411,000,000	646,411,000,000	425,182,000,000	425,182,000,000		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2023-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	646,411,000,000	646,411,000,000	425,182,000,000	425,182,000,000		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2023-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	20,804,000,000	20,804,000,000	18,355,000,000	18,355,000,000		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2023-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	625,607,000,000	625,607,000,000	406,827,000,000	406,827,000,000		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2023-03-31	1분기보고서	KRW	dart_OtherGains	기타이익	8,000,000	8,000,000	266,000,000	266,000,000		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2023-03-31	1분기보고서	KRW	dart_OtherLosses	기타손실	2,000,000	2,000,000	2,000,000	2,000,000		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2023-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	7,368,000,000	7,368,000,000	2,820,000,000	2,820,000,000		
