재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		1,300,849,491,000			513,697,772,000	597,074,918,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		493,887,833,000			309,689,974,000	273,232,101,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		806,961,658,000			204,007,798,000	323,842,817,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의소유주		274,974,387,000			86,650,258,000	267,148,987,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분		531,987,271,000			117,357,540,000	56,693,830,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주주당순이익		8,197			2,581	8,240
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   보통주희석주당순이익		8,197			2,581	8,240
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		11,343,651,787,492			10,781,127,150,206	10,415,108,625,820
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		10,272,323,722,285			9,779,955,604,583	9,442,517,706,512
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		1,071,328,065,207			1,001,171,545,623	972,590,919,308
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		727,447,299,540			675,833,984,331	665,404,573,134
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		343,880,765,667			325,337,561,292	307,186,346,174
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		71,770,580,022			53,391,615,402	56,028,037,905
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융원가		204,227,563,293			179,308,963,299	181,606,976,664
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타수익		201,130,701,852			128,579,590,982	66,037,067,916
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		190,494,707,367			132,422,399,639	157,670,641,450
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	entity00113410_udf_IS_2017112133014742_IncomeStatementAbstract	지분법손익		17,130,509,813			6,720,983,714	3,859,707,367
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		239,190,286,694			202,298,388,452	93,833,541,248
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		80,910,590,449			59,675,147,132	42,943,686,038
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		158,279,696,245			142,623,241,320	50,889,855,210
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분		54,742,329,035			123,030,232,111	39,726,701,152
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분		103,537,367,210			19,593,009,209	11,163,154,058
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본 및 희석주당이익		1,841			5,683	1,349
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		1,214,682,040,178			935,919,766,484	807,416,422,918
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		679,485,436,680			577,034,943,664	513,292,636,950
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		535,196,603,498			358,884,822,820	294,123,785,968
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		136,089,825,195			119,549,641,508	112,831,598,009
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		399,106,778,303			239,335,181,312	181,292,187,959
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		7,828,834,847			8,671,766,957	7,931,258,207
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		6,281,633,675			15,858,852,387	19,925,314,170
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타영업외수익		16,566,208,420			15,376,752,475	11,651,523,750
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타영업외비용		22,760,003,418			21,509,707,865	20,258,764,797
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_201889114827723_IncomeStatementAbstract	지분법이익		20,413,022,302			3,712,463	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_201889114834674_IncomeStatementAbstract	지분법손실		2,412,699			11,967,371,817	2,924,039,733
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_201711915363740_IncomeStatementAbstract	관계기업투자처분손실		0			656,858,495	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_2017119174258280_IncomeStatementAbstract	관계기업투자손상차손		0			3,739,370,514	13,801,411,339
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_201932716377100_IncomeStatementAbstract	관계기업투자손상차손환입		5,568,954,833			0	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		420,439,748,913			209,655,252,129	143,965,439,877
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		103,547,896,905			43,629,661,052	39,328,427,538
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)		316,891,852,008			166,025,591,077	104,637,012,339
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		316,891,852,008			166,025,591,077	104,637,012,339
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)		316,891,852,008			166,025,591,077	104,637,012,339
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		7,292			3,822	2,410
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		7,292			3,822	2,410
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		2,358,774,796,779			1,566,148,811,684	1,660,433,291,503
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		1,937,318,660,208			1,251,799,225,891	1,400,618,363,390
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익(손실)		421,456,136,571			314,349,585,793	259,814,928,113
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비		228,294,051,174			195,299,820,114	123,829,140,896
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		193,162,085,397			119,049,765,679	135,985,787,217
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타수익		384,456,630,633			67,288,668,896	31,417,850,980
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		28,549,089,718			177,155,622,704	50,121,670,576
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		20,936,420,773			28,780,523,389	21,337,263,251
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		75,645,613,373			78,038,068,026	59,952,904,072
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_2017102516929780_IncomeStatementAbstract	지분법투자손익		223,492,038,844			84,487,200,134	190,637,657,491
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		717,852,472,556			44,412,467,368	269,303,984,291
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		102,495,458,092			23,363,158,967	28,654,789,099
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_202151520712901_IncomeStatementAbstract	계속영업당기순이익(손실)		615,357,014,464			21,049,308,401	240,649,195,192
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_202151520857101_IncomeStatementAbstract	중단영업당기순이익		113,261,652,656			551,607,854,557	469,658,466,581
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		728,618,667,120			572,657,162,958	710,307,661,773
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분		720,377,478,579			504,976,143,095	664,994,699,070
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201052629_ProfitLossAttributableToOwnersOfParent	      계속영업당기순이익		607,115,825,923			6,415,783,110	224,138,373,984
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201140126_ProfitLossAttributableToOwnersOfParent	      중단영업당기순이익		113,261,652,656			498,560,359,985	440,856,325,086
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분		8,241,188,541			67,681,019,863	45,312,962,703
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_202151520120698_ProfitLossAttributableToNoncontrollingInterests	      계속영업당기순이익		8,241,188,541			14,633,525,291	16,510,821,208
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201253767_ProfitLossAttributableToNoncontrollingInterests	      중단영업당기순이익					53,047,494,572	28,802,141,495
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   계속영업 보통주 기본 및 희석주당이익(손실)		29,365			161	5,802
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   중단영업 보통주 기본 및 희석주당이익(손실)		5,488			12,916	11,421
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201715959_EarningsPerShareAbstract	   계속영업 우선주 기본 및 희석주당이익(손실)		30,024			211	5,852
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_20215152018147_EarningsPerShareAbstract	   중단영업 우선주 기본 및 희석주당이익(손실)		5,488			12,916	11,421
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		7,631,650,898,582				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		6,245,280,043,968				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		1,386,370,854,614				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비		429,112,871,700				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		957,257,982,914				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타수익		104,711,032,901				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		183,970,511,562				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		117,128,356,688				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		69,279,395,408				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	entity01524093_udf_IS_202087144351256_IncomeStatementAbstract	지분법투자손익		-16,596,285,238				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		909,251,180,295				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		273,415,226,658				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		635,835,953,637				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분		577,044,183,539				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	entity01524093_udf_IS_202087144830401_ProfitLossAttributableToAbstract	   비지배지분		58,791,770,098				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	entity01524093_udf_IS_2020813103345925_EarningsPerShareAbstract	   보통주 기본 및 희석 주당이익		26,903				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	entity01524093_udf_IS_202081310357658_EarningsPerShareAbstract	   우선주 기본 및 희석 주당이익		26,903				
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	수익(매출액)		272,417,651,710			230,979,854,250	236,324,122,853
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		236,966,229,990			198,594,522,304	206,855,359,131
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		35,451,421,720			32,385,331,946	29,468,763,722
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		21,996,990,133			20,309,652,275	18,809,423,491
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		13,454,431,587			12,075,679,671	10,659,340,231
