재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타수익		5,426,274,618			80,840,992,342	50,031,558,168
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		75,624,941,482			93,617,546,676	125,368,962,388
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		122,211,925,377			129,546,014,482	-2,609,292,932
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		28,430,424,451			33,996,928,070	2,306,197,324
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		93,781,500,926			95,549,086,412	-4,915,490,256
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본 및 희석주당이익		3,798			4,195	-1,110
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		1,214,682,040,178			935,919,766,484	807,416,422,918
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		679,485,436,680			577,034,943,664	513,292,636,950
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		535,196,603,498			358,884,822,820	294,123,785,968
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		136,246,174,791			119,696,017,812	112,967,913,805
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		398,950,428,707			239,188,805,008	181,155,872,163
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		7,806,032,347			8,585,088,497	7,864,975,769
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		6,281,633,675			15,858,852,387	19,925,314,170
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타영업외수익		16,566,208,420			15,376,752,475	11,651,523,750
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타영업외비용		22,760,003,418			21,509,707,865	20,258,764,797
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_20193271828745_IncomeStatementAbstract	관계기업투자처분손실		0			0	0
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_2017119174224401_IncomeStatementAbstract	관계기업투자손상차손		0			16,494,783,000	0
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	entity00160843_udf_IS_201932718220553_IncomeStatementAbstract	관계기업투자손상차손환입		26,186,842,065			0	0
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		420,467,874,446			209,287,302,728	160,488,292,715
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		103,547,896,905			43,629,661,052	39,328,427,538
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)		316,919,977,541			165,657,641,676	121,159,865,177
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)		0			0	0
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		316,919,977,541			165,657,641,676	121,159,865,177
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		7,293			3,814	2,790
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		7,293			3,814	2,790
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		46,197,655,946			1,056,721,395,468	1,134,484,300,421
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		40,696,204,114			732,828,301,256	990,329,485,431
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익(손실)		5,501,451,832			323,893,094,212	144,154,814,990
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비		19,843,647,567			76,779,411,875	79,072,864,592
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		-14,342,195,735			247,113,682,337	65,081,950,398
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타수익		28,681,167,823			31,092,930,405	112,026,551,784
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		43,947,531,613			204,109,451,370	44,588,435,624
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		4,252,976,123			23,303,887,904	18,138,826,358
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		16,509,843,862			25,197,322,113	25,002,466,757
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		-41,865,427,264			72,203,727,163	125,656,426,159
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		11,577,232,264			60,636,376,985	24,995,379,564
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_20215164548873_IncomeStatementAbstract	계속영업당기순이익(손실)		-53,442,659,528			11,567,350,178	100,661,046,595
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_202151645430625_IncomeStatementAbstract	중단영업당기순이익(손실)		454,404,036,281			489,428,370,261	296,217,670,668
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		400,961,376,753			500,995,720,439	396,878,717,263
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   계속영업 보통주 기본 및 희석주당이익(손실)		-2,643			295	2,603
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_202151645522919_EarningsPerShareAbstract	   계속영업 우선주 기본 및 희석주당이익(손실)		-1,984			345	2,653
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   중단영업 보통주 기본 및 희석주당이익(손실)		22,019			12,679	7,674
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	entity00109693_udf_IS_20215164571658_EarningsPerShareAbstract	   중단영업 우선주 기본 및 희석주당이익(손실)		22,019			12,679	7,674
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		2,010,344,322,791			1,734,637,383,766	1,279,913,145,407
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		1,705,581,671,176			1,470,548,021,845	1,097,538,801,910
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		304,762,651,615			264,089,361,921	182,374,343,497
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		75,128,318,493			60,727,687,817	39,407,760,564
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		229,634,333,122			203,361,674,104	142,966,582,933
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		7,482,913,102			6,253,467,903	9,434,955,648
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		8,821,913,008			9,923,034,566	2,987,092,908
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타이익		26,186,436,795			12,839,952,213	24,258,072,567
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타손실		29,385,827,323			19,332,864,563	41,773,094,984
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		225,095,942,688			193,199,195,091	131,899,423,256
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		49,534,694,196			43,879,031,776	36,803,000,960
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		175,561,248,492			149,320,163,315	95,096,422,296
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		7,911			7,953	6,265
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		7,534			7,508	0
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		5,249,399,460,214				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		4,224,663,513,411				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		1,024,735,946,803				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비		345,017,556,763				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		679,718,390,040				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타수익		111,415,785,008				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		166,570,770,531				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		110,006,469,352				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		53,417,690,569				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		681,152,183,300				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		218,797,747,348				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		462,354,435,952				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	entity01524093_udf_IS_20211028171925561_EarningsPerShareAbstract	   보통주 분기 기본 및 희석주당이익		21,556				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-12-31	사업보고서	KRW	entity01524093_udf_IS_20211028171950188_EarningsPerShareAbstract	   우선주 분기 기본 및 희석주당이익		21,556				
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	수익(매출액)		194,912,996,331			163,969,738,028	169,812,516,490
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		166,997,099,754			140,966,673,279	147,369,770,920
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		27,915,896,577			23,003,064,749	22,442,745,570
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		15,381,394,475			13,473,246,937	13,261,834,399
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		12,534,502,102			9,529,817,812	9,180,911,171
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타이익		2,976,268,845			3,089,160,471	3,580,287,826
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	dart_OtherLosses	기타손실		3,173,858,073			4,432,137,196	1,722,223,585
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		1,757,139,395			852,677,621	1,198,801,319
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융원가		1,487,255,209			525,488,200	540,553,061
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates	종속기업, 공동지배기업과 관계기업으로부터의 기타수익(비용)		22,501,659			0	0
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		12,629,298,719			8,514,030,508	11,697,223,670
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		3,671,091,230			1,995,056,983	2,933,286,906
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		8,958,207,489			6,518,973,525	8,763,936,764
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		560			407	548
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_Revenue	수익(매출액)		230,570,000,000			306,286,000,000	365,336,000,000
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		230,570,000,000			306,286,000,000	365,336,000,000
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		71,019,000,000			64,986,000,000	56,304,000,000
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		159,551,000,000			241,300,000,000	309,032,000,000
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2021-12-31	사업보고서	KRW	dart_OtherGains	기타이익		171,107,000,000			839,000,000	8,206,000,000
