재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월	당기 3분기 누적	전기 3분기 3개월	전기 3분기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	201,579,083,206	582,636,267,654	170,303,267,488	530,310,564,266		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	107,655,027,409	299,445,908,086	105,348,308,581	244,047,402,085		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	46,124,882,290	85,576,703,263	18,124,018,944	44,728,923,918		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	70,999,573,339	154,384,038,089	57,069,464,720	132,943,415,028		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	dart_OtherGains	기타수익	3,984,867,168	11,212,352,045	1,580,096,696	199,874,570,117		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	dart_OtherLosses	기타비용	7,558,318,389	33,160,481,109	15,426,090,086	181,546,771,163		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	entity00113410_udf_IS_2017112133014742_IncomeStatementAbstract	지분법손익	6,151,247,147	15,151,099,808	3,466,887,542	5,911,895,370		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	85,358,132,286	223,841,544,004	56,023,756,957	180,072,605,299		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	25,160,259,676	65,023,010,474	16,478,568,785	72,525,638,485		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	60,197,872,610	158,818,533,530	39,545,188,172	107,546,966,814		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	56,256,909,803	144,820,578,163	36,816,213,108	-2,196,106,605		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	3,940,962,807	13,997,955,367	2,728,975,064	109,743,073,419		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   지배기업 소유주 기본 및 희석주당이익	2,595	6,583	1,620	-788		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	447,380,224,871	1,278,146,850,458	328,439,857,760	846,826,587,067		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	184,290,343,347	548,321,897,560	174,138,794,544	487,068,413,920		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	263,089,881,524	729,824,952,898	154,301,063,216	359,758,173,147		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	42,733,137,160	114,726,406,565	35,321,546,820	98,798,218,591		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	220,356,744,364	615,098,546,333	118,979,516,396	260,959,954,556		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	7,196,115,282	14,490,811,484	1,249,298,984	5,936,863,700		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	8,965,867,348	14,727,078,626	1,519,515,996	4,850,140,954		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherGains	기타영업외수익	21,520,522,788	38,651,054,272	7,006,936,037	14,690,705,545		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherLosses	기타영업외비용	9,667,094,433	23,107,907,602	4,152,558,452	9,920,815,391		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	entity00160843_udf_IS_201889114827723_IncomeStatementAbstract	지분법이익	1,867,910,800	25,728,315,188	4,699,734,082	4,705,026,635		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	entity00160843_udf_IS_20221110111316333_IncomeStatementAbstract	지분법손실	0	0	2,172,603	2,172,603		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	232,308,331,453	656,133,741,049	126,261,238,448	271,519,421,488		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	61,480,600,799	165,676,964,333	33,595,204,230	71,999,864,983		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	170,827,730,654	490,456,776,716	92,666,034,218	199,519,556,505		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	170,827,730,654	490,456,776,716	92,666,034,218	199,519,556,505		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	170,827,730,654	490,456,776,716	92,666,034,218	199,519,556,505		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	3,930	11,284	2,132	4,591		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	3,930	11,284	2,132	4,591		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	1,489,783,028,299	3,842,717,092,692	622,568,209,394	1,713,714,258,112		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,100,873,493,912	3,022,048,892,776	502,271,180,438	1,379,018,917,622		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익(손실)	388,909,534,387	820,668,199,916	120,297,028,956	334,695,340,490		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	219,338,129,698	559,884,616,726	45,755,507,235	146,747,735,599		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	169,571,404,689	260,783,583,190	74,541,521,721	187,947,604,891		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_OtherGains	기타수익	47,494,338,015	159,498,128,549	7,790,656,447	389,271,963,748		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_OtherLosses	기타비용	27,726,013,369	87,025,687,133	1,684,985,505	8,121,996,777		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	28,994,422,169	102,073,297,430	7,002,245,542	16,095,214,489		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	195,598,034,705	373,048,808,238	19,911,944,780	54,935,909,814		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_2017102516929780_IncomeStatementAbstract	지분법투자손익	-55,874,946,505	11,177,477,716	54,809,437,885	309,787,651,360		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-33,138,829,706	73,457,991,514	122,546,931,310	840,044,527,897		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용(수익)	3,686,616,751	31,698,884,791	25,196,945,645	81,179,240,870		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_202151520712901_IncomeStatementAbstract	계속영업분기순이익(손실)	-36,825,446,457	41,759,106,723	97,349,985,665	758,865,287,027		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_202151520857101_IncomeStatementAbstract	중단영업분기순이익				113,261,652,656		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	-36,825,446,457	41,759,106,723	97,349,985,665	872,126,939,683		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	-36,952,952,170	33,849,876,912	91,133,730,566	859,166,431,028		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_2021515201052629_ProfitLossAttributableToOwnersOfParent	      계속영업분기순이익(손실)	-36,952,952,170	33,849,876,912	91,133,730,566	745,904,778,372		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_2021515201140126_ProfitLossAttributableToOwnersOfParent	      중단영업분기순이익				113,261,652,656		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	127,505,713	7,909,229,811	6,216,255,099	12,960,508,655		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_202151520120698_ProfitLossAttributableToNoncontrollingInterests	      계속영업분기순이익	127,505,713	7,909,229,811	6,216,255,099	12,960,508,655		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_2021515201253767_ProfitLossAttributableToNoncontrollingInterests	      중단영업분기순이익						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   계속영업 보통주 기본 및 희석주당이익(손실)	-1,635	1,494	4,161	37,332		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   중단영업 보통주 기본 및 희석주당이익(손실)			33	5,674		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_2021515201715959_EarningsPerShareAbstract	   계속영업 우선주 기본 및 희석주당이익(손실)	-1,622	1,532	2,395	37,760		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00109693_udf_IS_20215152018147_EarningsPerShareAbstract	   중단영업 우선주 기본 및 희석주당이익(손실)			-414	5,674		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	1,848,874,571,007	5,240,569,363,252	1,806,797,569,304	5,428,726,169,822		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,654,714,010,723	4,573,168,309,562	1,474,312,806,059	4,451,350,514,361		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	194,160,560,284	667,401,053,690	332,484,763,245	977,375,655,461		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	77,794,365,254	290,676,446,361	73,534,308,801	289,663,510,397		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	116,366,195,030	376,724,607,329	258,950,454,444	687,712,145,064		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	dart_OtherGains	기타수익	91,025,989,450	176,847,048,494	30,571,653,836	92,066,010,523		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	dart_OtherLosses	기타비용	47,813,193,714	131,897,261,649	32,191,124,047	111,997,328,315		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	81,977,156,738	168,854,768,857	32,492,417,194	71,499,310,214		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	13,010,364,597	59,436,272,621	12,828,454,188	35,016,179,217		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	entity01524093_udf_IS_202087144351256_IncomeStatementAbstract	지분법투자손익	-2,833,842,800	10,127,560,537	4,023,289,640	-311,642,843		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	225,711,940,107	541,220,450,947	281,018,236,879	703,952,315,426		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	65,707,492,627	162,441,613,967	74,846,914,989	207,509,295,232		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	160,004,447,480	378,778,836,980	206,171,321,890	496,443,020,194		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	155,155,854,055	366,398,437,566	195,272,877,285	460,773,554,333		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	entity01524093_udf_IS_202087144830401_ProfitLossAttributableToAbstract	   비지배지분	4,848,593,425	12,380,399,414	10,898,444,605	35,669,465,861		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-09-30	3분기보고서	KRW	entity01524093_udf_IS_2020813103345925_EarningsPerShareAbstract	   보통주 기본 및 희석 주당이익	3,828	8,966	4,553	10,741		
