재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		88,522,025,924			80,910,590,449	59,675,147,132
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		196,821,784,424			158,279,696,245	142,623,241,320
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분		181,552,551,813			54,742,329,035	123,030,232,111
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분		15,269,232,611			103,537,367,210	19,593,009,209
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   지배기업 소유주 기본 및 희석주당이익		8,190			1,841	5,683
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		1,675,287,533,666			1,214,682,040,178	935,919,766,484
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		742,069,764,946			679,485,436,680	577,034,943,664
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		933,217,768,720			535,196,603,498	358,884,822,820
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		164,471,082,980			136,089,825,195	119,549,641,508
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		768,746,685,740			399,106,778,303	239,335,181,312
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		23,284,191,206			7,828,834,847	8,671,766,957
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		19,677,408,149			6,281,633,675	15,858,852,387
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	dart_OtherGains	기타영업외수익		44,742,858,980			16,566,208,420	15,376,752,475
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	dart_OtherLosses	기타영업외비용		46,996,874,508			22,760,003,418	21,509,707,865
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	entity00160843_udf_IS_201889114827723_IncomeStatementAbstract	지분법이익		10,434,240,404			20,413,022,302	3,712,463
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	entity00160843_udf_IS_201889114834674_IncomeStatementAbstract	지분법손실		866,644			2,412,699	11,967,371,817
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	entity00160843_udf_IS_201711915363740_IncomeStatementAbstract	관계기업투자처분손실		0			0	656,858,495
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	entity00160843_udf_IS_2017119174258280_IncomeStatementAbstract	관계기업투자손상차손		33,394,488,724			0	3,739,370,514
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	entity00160843_udf_IS_201932716377100_IncomeStatementAbstract	관계기업투자손상차손환입		0			5,568,954,833	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		747,138,338,305			420,439,748,913	209,655,252,129
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		188,301,676,088			103,547,896,905	43,629,661,052
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)		558,836,662,217			316,891,852,008	166,025,591,077
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		558,836,662,217			316,891,852,008	166,025,591,077
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)		558,836,662,217			316,891,852,008	166,025,591,077
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		12,858			7,292	3,822
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		12,858			7,292	3,822
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		5,174,950,425,108			2,358,774,796,779	1,566,148,811,684
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		4,165,858,495,253			1,937,318,660,208	1,251,799,225,891
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익(손실)		1,009,091,929,855			421,456,136,571	314,349,585,793
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비		721,632,473,414			228,294,051,174	195,299,820,114
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		287,459,456,441			193,162,085,397	119,049,765,679
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	dart_OtherGains	기타수익		266,735,773,778			384,456,630,633	67,288,668,896
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		157,802,068,486			28,549,089,718	177,155,622,704
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		69,725,835,556			20,936,420,773	28,780,523,389
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		296,776,480,577			75,645,613,373	78,038,068,026
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_2017102516929780_IncomeStatementAbstract	지분법투자손익		-44,659,897,211			223,492,038,844	84,487,200,134
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		124,682,619,501			717,852,472,556	44,412,467,368
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		22,836,104,198			102,495,458,092	23,363,158,967
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_202151520712901_IncomeStatementAbstract	계속영업당기순이익(손실)		101,846,515,303			615,357,014,464	21,049,308,401
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_202151520857101_IncomeStatementAbstract	중단영업당기순이익					113,261,652,656	551,607,854,557
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		101,846,515,303			728,618,667,120	572,657,162,958
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분		72,294,355,705			720,377,478,579	504,976,143,095
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201052629_ProfitLossAttributableToOwnersOfParent	      계속영업당기순이익		72,294,355,705			607,115,825,923	6,415,783,110
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201140126_ProfitLossAttributableToOwnersOfParent	      중단영업당기순이익					113,261,652,656	498,560,359,985
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분		29,552,159,598			8,241,188,541	67,681,019,863
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_202151520120698_ProfitLossAttributableToNoncontrollingInterests	      계속영업당기순이익		29,552,159,598			8,241,188,541	14,633,525,291
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201253767_ProfitLossAttributableToNoncontrollingInterests	      중단영업당기순이익						53,047,494,572
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   계속영업 보통주 기본 및 희석주당이익(손실)		3,193			29,365	161
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   중단영업 보통주 기본 및 희석주당이익(손실)					5,488	12,916
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_2021515201715959_EarningsPerShareAbstract	   계속영업 우선주 기본 및 희석주당이익(손실)		3,243			30,024	211
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-12-31	사업보고서	KRW	entity00109693_udf_IS_20215152018147_EarningsPerShareAbstract	   중단영업 우선주 기본 및 희석주당이익(손실)					5,488	12,916
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		7,496,823,679,468			7,631,650,898,582	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		6,565,498,442,410			6,245,280,043,968	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		931,325,237,058			1,386,370,854,614	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비		434,360,006,978			429,112,871,700	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		496,965,230,080			957,257,982,914	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	dart_OtherGains	기타수익		170,771,594,660			104,711,032,901	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		167,508,257,246			183,970,511,562	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		141,704,837,887			117,128,356,688	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		57,222,959,983			69,279,395,408	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	entity01524093_udf_IS_202087144351256_IncomeStatementAbstract	지분법투자손익		10,763,023,477			-16,596,285,238	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		595,473,468,875			909,251,180,295	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		163,915,602,982			273,415,226,658	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		431,557,865,893			635,835,953,637	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분		413,165,585,504			577,044,183,539	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	entity01524093_udf_IS_202087144830401_ProfitLossAttributableToAbstract	   비지배지분		18,392,280,389			58,791,770,098	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	entity01524093_udf_IS_2020813103345925_EarningsPerShareAbstract	   보통주 기본 및 희석 주당이익		10,130			13,452	
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-12-31	사업보고서	KRW	entity01524093_udf_IS_202081310357658_EarningsPerShareAbstract	   우선주 기본 및 희석 주당이익		5,770			13,452	
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_Revenue	수익(매출액)		367,456,836,231			272,417,651,710	230,979,854,250
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		304,751,232,849			236,966,229,990	198,594,522,304
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		62,705,603,382			35,451,421,720	32,385,331,946
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		26,930,711,974			21,996,990,133	20,309,652,275
